user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
MAG298	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	92.58	11	0.723051164366	N/A
MAG754	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__Palsa-1439;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	86.71	11	0.778909085886	N/A
MAG042	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__Palsa-1439;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	86.65	11	0.772945979091	N/A
MAG148	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__Palsa-1439;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	71.07	11	0.766697522209	N/A
MAG558	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	86.19	11	0.913409381338	N/A
MAG753	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Tous-C4FEB;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.72	11	0.954176996398	N/A
MAG119	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Tous-C4FEB;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	80.36	11	0.9534383159	N/A
MAG426	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Tous-C4FEB;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.87	11	0.918032349267	N/A
MAG594	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__	N/A	N/A	N/A	N/A	N/A	GCA_002288455.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__Opitutus sp002288455	78.58	0.32	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__	Placement	taxonomic classification fully defined by topology	GCF_003054705.1, s__Opitutus sp003054705, 95.0, 77.72, 0.21; GCA_002304435.1, s__Opitutus sp002304435, 95.0, 77.39, 0.27; GCF_000019965.1, s__Opitutus terrae, 95.0, 77.2, 0.16	74.52	11	0.948580954323	N/A
MAG326	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000019965.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__Opitutus terrae	78.02	0.35	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__	Placement	taxonomic classification fully defined by topology	GCA_002288455.1, s__Opitutus sp002288455, 95.0, 78.88, 0.33; GCF_003054705.1, s__Opitutus sp003054705, 95.0, 78.52, 0.37; GCA_002304435.1, s__Opitutus sp002304435, 95.0, 78.28, 0.28	87.14	11	0.919583162239	N/A
MAG308	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__	N/A	N/A	N/A	N/A	N/A	GCA_002304425.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Lacunisphaera sp002304425	92.8	0.56	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	38.29	11	0.997450891689	N/A
MAG228	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__	N/A	N/A	N/A	N/A	N/A	GCA_002304425.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Lacunisphaera sp002304425	86.42	0.8	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__	Placement	taxonomic classification fully defined by topology	GCF_900104925.1, s__Lacunisphaera sp900104925, 95.0, 77.04, 0.14; GCA_001464505.1, s__Lacunisphaera sp001464505, 95.0, 76.91, 0.09; GCF_001746835.1, s__Lacunisphaera limnophila, 95.0, 76.87, 0.12	84.78	11	0.992473093638	N/A
MAG717	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__	N/A	N/A	N/A	N/A	N/A	GCA_002304425.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Lacunisphaera sp002304425	78.55	0.19	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__	Placement	taxonomic classification fully defined by topology	GCF_900104925.1, s__Lacunisphaera sp900104925, 95.0, 80.37, 0.47; GCA_001464505.1, s__Lacunisphaera sp001464505, 95.0, 79.51, 0.39; GCF_001746835.1, s__Lacunisphaera limnophila, 95.0, 79.51, 0.39	74.66	11	0.960970847619	N/A
MAG664	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	N/A	N/A	N/A	N/A	N/A	GCA_002293065.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__UBA953 sp002293065	84.32	0.76	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	Placement	taxonomic classification fully defined by topology	GCA_002293125.1, s__UBA953 sp002293125, 95.0, 79.5, 0.38; GCA_002470605.1, s__UBA953 sp002470605, 95.0, 78.06, 0.25	80.95	11	0.988182878058	N/A
MAG347	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737185.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__UBA953 sp002737185	87.74	0.81	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	Placement	taxonomic classification fully defined by topology	GCA_002470605.1, s__UBA953 sp002470605, 95.0, 76.63, 0.14	82.46	11	0.99275796121	N/A
MAG658	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737185.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__UBA953 sp002737185	85.87	0.67	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	Placement	taxonomic classification fully defined by topology	GCA_002293065.1, s__UBA953 sp002293065, 95.0, 76.1, 0.08	76.45	11	0.99093058098	N/A
MAG711	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737185.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__UBA953 sp002737185	86.23	0.59	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	Placement	taxonomic classification fully defined by topology	N/A	60.93	11	0.98931825756	N/A
MAG497	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	Placement	taxonomic classification fully defined by topology	N/A	48.85	11	0.960128442016	N/A
MAG444	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	N/A	N/A	N/A	N/A	N/A	GCA_002293125.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__UBA953 sp002293125	87.27	0.79	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	Placement	taxonomic classification fully defined by topology	GCA_002293065.1, s__UBA953 sp002293065, 95.0, 80.37, 0.54; GCA_002470605.1, s__UBA953 sp002470605, 95.0, 79.45, 0.42	72.36	11	0.98909186127	N/A
MAG320	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	N/A	N/A	N/A	N/A	N/A	GCA_002293125.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__UBA953 sp002293125	82.49	0.64	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	Placement	taxonomic classification fully defined by topology	GCA_002293065.1, s__UBA953 sp002293065, 95.0, 79.97, 0.44; GCA_002470605.1, s__UBA953 sp002470605, 95.0, 79.83, 0.45	84.38	11	0.971160046197	N/A
MAG589	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	N/A	N/A	N/A	N/A	N/A	GCA_002470605.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__UBA953 sp002470605	90.52	0.85	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	Placement	taxonomic classification fully defined by topology	GCA_002293125.1, s__UBA953 sp002293125, 95.0, 79.54, 0.49; GCA_002293065.1, s__UBA953 sp002293065, 95.0, 78.46, 0.35	84.96	11	0.989341392593	N/A
MAG201	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	82.82	11	0.788965190809	N/A
MAG499	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	87.22	11	0.786915155752	N/A
MAG183	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	75.18	11	0.783228250977	N/A
MAG010	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.08	11	0.673062529188	N/A
MAG687	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	72.06	11	0.667267173747	N/A
MAG067	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	82.56	11	0.666582134299	N/A
MAG573	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	78.83	11	0.662739219969	N/A
MAG110	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	82.4	11	0.655052814634	N/A
MAG027	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	67.22	11	0.654750029146	N/A
MAG208	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	89.88	11	0.654465876554	N/A
MAG384	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	80.95	11	0.654322367245	N/A
MAG108	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	92.28	11	0.653389727002	N/A
MAG405	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	88.35	11	0.652725374521	N/A
MAG529	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	91.05	11	0.652507037884	N/A
MAG441	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	76.81	11	0.652381422574	N/A
MAG450	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	86.55	11	0.652379308003	N/A
MAG702	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	92.62	11	0.651607946985	N/A
MAG715	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	78.33	11	0.662826586543	N/A
MAG680	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.62	11	0.595766606697	N/A
MAG065	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__UBA5540;s__	N/A	N/A	N/A	N/A	N/A	GCA_002423675.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__UBA5540;s__UBA5540 sp002423675	79.27	0.37	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__;s__	Placement	taxonomic novelty determined using RED	N/A	78.31	11	0.92674425328	N/A
MAG213	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__UBA5540;s__	N/A	N/A	N/A	N/A	N/A	GCA_002423675.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__UBA5540;s__UBA5540 sp002423675	80.1	0.34	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__;s__	Placement	taxonomic novelty determined using RED	N/A	81.53	11	0.922872961597	N/A
MAG063	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	87.96	11	0.80542471797	N/A
MAG596	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-50-93;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.43	11	0.851012374773	N/A
MAG751	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-38-69;g__GWF2-38-69;s__	N/A	N/A	N/A	N/A	N/A	GCA_001803205.1	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-38-69;g__GWF2-38-69;s__GWF2-38-69 sp001803205	76.99	0.13	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	90.32	11	0.898088996964	N/A
MAG129	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__YB12-FULL-65-16;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	49.27	11	0.787690399795	N/A
MAG517	d__Bacteria;p__UBP3;c__UBA1439;o__UBA1439;f__UBA1439;g__UBA1439;s__	N/A	N/A	N/A	N/A	N/A	GCA_002329605.1	d__Bacteria;p__UBP3;c__UBA1439;o__UBA1439;f__UBA1439;g__UBA1439;s__UBA1439 sp002329605	81.36	0.61	d__Bacteria;p__UBP3;c__UBA1439;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	82.64	11	0.873641592682	N/A
MAG003	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	84.9	11	0.782013213172	N/A
MAG112	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	76.45	11	0.779135812966	N/A
MAG663	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__SM23-39;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__SM23-39;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	76.51	11	0.76306698219	N/A
MAG029	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Ga0074140;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Ga0074140;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	81.03	11	0.77208157605	N/A
MAG041	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.88	11	0.820982881792	N/A
MAG533	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	55.08	11	0.596405656805	N/A
MAG392	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__	N/A	N/A	N/A	N/A	N/A	GCA_001610875.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__Pirellula_B sp001610875	77.48	0.04	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	88.0	11	0.940445994632	N/A
MAG574	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	70.52	11	0.928224691999	N/A
MAG058	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__	N/A	N/A	N/A	N/A	N/A	GCA_001610875.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__Pirellula_B sp001610875	76.33	0.06	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.81	11	0.923498283244	N/A
MAG013	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA11386;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003532715.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA11386;g__UBA11386;s__UBA11386 sp003532715	75.88	0.04	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	85.46	11	0.796894296119	N/A
MAG513	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__UBA4655;s__	N/A	N/A	N/A	N/A	N/A	GCA_002405515.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__UBA4655;s__UBA4655 sp002405515	78.81	0.37	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	82.82	11	0.895242817745	N/A
MAG140	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	77.89	0.2	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.76	11	0.937871969288	N/A
